Date,MMM,AOS,ABT,ABBV,ABMD,ACN,ATVI,ADM,ADBE,ADP,AAP,AES,AFL,A,AIG,APD,AKAM,ALK,ALB,ARE,ALGN,ALLE,LNT,ALL,GOOGL,GOOG,MO,AMZN,AMCR,AMD,AEE,AAL,AEP,AXP,AMT,AWK,AMP,ABC,AME,AMGN,APH,ADI,ANSS,ANTM,AON,APA,AAPL,AMAT,APTV,ANET
2019-06-19,-0.006458745490515616,0.0017679558011050034,0.010908654998801115,-0.008178913738019156,-0.0006628455569852587,-0.0029810298102981303,-0.009613283810356199,-0.01189320388349524,0.05213526988944284,0.00017833789085730523,-0.006846218433120166,-0.016033254156769594,0.004005826656955591,0.010290641079126805,0.004686035613870709,0.006714781655399182,0.017126789366053163,-0.0012710517953606892,-0.025858414582450195,0.005445744251714402,0.023374474246707466,0.009514837494112083,0.009351494206139455,0.008736625110434826,-0.0006604900293148974,-0.0011507792678506767,-0.00438946528331996,0.0039024492865671334,-0.019444444444444486,0.0016420361247948545,0.00614941776789224,0.02121771217712176,0.012029405212742317,0.010127197601879523,0.00830262605531984,0.011488340192044033,-0.012996534257531223,0.0071386775892334775,0.003352213616922839,0.006387313473927625,0.003613177470775719,0.010005457522284988,0.010698895438109979,0.009503000034682518,0.009835375795508305,-0.0006983240223463749,-0.0028220116911913395,0.005199716379106656,0.0006510416666667407,0.0044613350958360165
2019-06-20,0.0186822840409957,0.010809618354290729,0.007233487489624046,0.009406004380878796,0.01572376121732333,0.013971187822777953,0.007500551511140596,0.014492753623188248,0.03743003330929584,0.008083209509658351,-0.0032516095467256534,0.021726010863005296,0.0036271309394269036,0.009222298692360464,0.012126865671641784,0.007532102182494782,0.0037697914048755443,-0.03404390709513205,0.007977951842181641,0.0025409562019391707,-0.003941517315725451,0.010265024262784639,0.006646525679758319,0.00768781627092241,0.007867742256747468,0.008246169477379883,0.007214428857715394,0.004924585732322573,0.026440037771482405,-0.01606557377049178,0.00598179453836134,-0.03191809695874748,0.00011005943209330127,0.0019249278152069227,0.006245084886894681,0.0017799627055432587,0.008103180498345575,-0.005809900069718821,0.02050691244239622,0.00716747825135422,0.015247776365946653,0.0136887608069165,-0.0017152658662094034,0.0005496959494279974,0.007916666666666794,0.031097134870719856,0.008085708510208178,0.015988713849047764,0.021080026024723475,0.022865602895213
2019-06-21,-0.0033919742439921796,0.003273679615888314,0.0007063809748057981,0.005616543272912944,-0.01647908423923472,-0.005146901136607429,0.005255090869279444,-0.0053268765133172025,-0.009201946310946396,-0.008549024232061941,-0.00019573302016051564,-0.010041346721795574,-0.007047343693530883,0.0002727768685217846,-0.011059907834101379,0.00040531411844169085,-0.016649974962443692,0.022397891963109373,-0.016549143761692253,-0.031014473420929778,-0.04095782460175201,-0.0038795492333272286,-0.0004001600640255454,-0.022597778850796724,0.010932446999640577,0.009411383635349324,-0.044966175885395865,-0.0035919278069430627,0.013799448022079108,-0.030323225591469494,0.0011633919338158716,-0.018040435458786863,0.007483217783646801,-0.0015209734229907346,-0.010757631482162577,-0.0010153143243929463,-0.016879898184741005,-0.012856474988312439,-0.00925716866109727,0.01646023468057356,-0.003754693366708417,0.009861407249466936,-0.013451153657339177,0.008687291831198651,-0.007751136833402228,0.004405286343612369,-0.0036093843994385866,-0.005785697755149255,-0.00063718618580344,0.018816339659054382
2019-06-24,0.00017306028266506068,-0.002175331738090036,-0.0034117647058824474,-0.004188880426504116,-0.011209186064677468,0.0029640008622549008,0.027009366151165448,-0.008519961051606684,0.0018040289980958413,-0.0023786869647954845,-0.005938397285304098,-0.007756563245823522,0.001273885350318471,-0.0027270248159259047,-0.0061509785647716475,0.006752498424416942,0.002418841502227931,0.005476804123711432,-0.004828797190517986,0.002340308370044175,-0.0049372266892367955,0.00046364985163194206,-0.0030024019215372233,0.009682837664262367,-0.007704132862969337,-0.005669055513958798,0.010208333333333375,0.0013603306649925262,0.010889292196007316,0.005498281786941561,-0.007101355713363455,0.007918910357934683,-0.007099945385035444,-0.004730217269301673,-0.002927781392322637,0.0027949521470316263,0.0064727124071675135,-0.011129528771015806,0.0010255241567911355,-0.012185345518678892,0.0010469011725293687,-0.006773994897510294,0.0021397292993630135,-0.01099537037037046,0.00781168628267892,-0.019230769230769273,-0.000804990943851891,-0.014664804469273762,-0.0014027033919917775,-0.0052091554853985755
2019-06-25,-0.007786365209366708,0.004796163069544557,-0.0055483414000707665,-0.16252390057361377,0.015365169648852595,-0.006501531352426038,-0.020148462354188656,-0.007611097471151407,-0.03968386300730309,-0.013352408202193522,0.014245388301713291,0.0012026458208056479,-0.0012722646310432406,-0.008613617719442135,-0.011065266316579225,0.004739760329100395,-0.011811023622047112,-0.007689842999038854,-0.0032348184090574827,-0.023691800576843947,-0.02176070314715073,-0.0029659838724627186,-0.0006022886970488139,-0.005675702123495441,-0.026076833527357457,-0.026149239816408598,0.005980614559703001,-0.01861643764042009,0.02872531418312385,-0.0136705399863295,-0.004161248374512483,-0.017598994343180352,-0.00583058305830586,-0.007894312872563258,-0.017431834071312102,-0.01030405405405399,-0.027213647441104882,0.00909961685823757,-0.0033010813887307533,-0.0021100470702808405,-0.008575611796695304,-0.023206377325066474,-0.02452951983713192,-0.018414621553712096,-0.0013952046300124143,-0.0292397660818714,-0.015307150050352436,-0.008268367587999093,-0.002553952241093116,-0.022691209139955593
2019-06-26,-0.0008719409405336664,0.0019527012367106522,-0.015194681861348536,0.035007610350076046,-0.021162374542908258,-0.008599242833964293,0.011471861471861411,0.0019792182088074206,0.00260443796228782,-0.01631222812953126,-0.029579288025889938,-0.01981981981981973,-0.012920837124658746,-0.005102744449041574,-0.008913332069030888,-0.003426791277258534,0.01028145482585785,-0.00048433968356476065,0.020209470423366183,-0.02293029471759156,-0.02876603144699663,0.00018592544389717247,-0.01607071112896752,-0.02086408818029728,-0.006675371007190289,-0.006029364385326974,-0.017220172201722117,0.010413838266063902,0.004363001745200545,0.03672903672903671,-0.024157743536171283,0.006397952655150307,-0.02069270775699905,0.0034913933095161997,-0.023765476021061605,-0.015958354668032082,0.016840640222686165,-0.00593260560037967,0.0030835998172680235,-0.006885708089351628,0.006751054852320637,0.005350018135654722,0.011351488928480702,-0.02223157304158785,-0.0173868046571799,0.028703047484053945,0.021681325424422138,0.03811338732729874,0.010369991038279291,0.036369540509822995
2019-06-27,-0.0022108447754246585,-0.002165439584235651,0.00879942140790746,0.02941176470588225,0.013154757173515552,-0.0016911243249141394,0.011769741065696726,0.0017283950617283939,0.015620670545857473,0.007308684436801327,0.01187220702994729,0.013480392156862697,0.005715339233038241,0.014555031882450775,0.015116724071947862,-0.0019202429330594795,0.010304032565831456,0.019382975286706516,0.005205320994794649,0.00827874163127218,0.0069755296926290455,0.010967562041081846,-0.0010208248264597097,0.006533319931651516,-0.003415654620852915,-0.0035099092424523137,-0.0008343763037129692,0.0033986184220926585,-0.0017376194613378804,0.027406417112299408,-0.0010705205406128515,0.02193261284170367,-0.006779661016949046,0.0028319443320656834,0.00024295432458698585,-0.00043361373688310945,-0.014303312346017005,0.022081642396753365,0.00489582147330081,0.0046404978981275935,0.0023051131601006247,0.01776855777036168,0.011022750150996519,0.012838904030985754,0.014113434093422583,-0.013434378229417843,-0.0002002002002002845,0.025470399265718147,0.027116066903193126,0.010496631677894497
2019-06-28,0.010728862973760966,0.0234375,0.00489903214243026,0.03885714285714292,0.02180990860236154,0.009672131147540952,-0.0016920473773265332,0.005669213704707854,0.004842615012106366,0.008048289738430636,0.01601740162151466,0.01330108827085863,0.004766269477543661,0.020221341713348773,0.0043355325164939895,0.012841163310961967,0.009065726517250017,0.012676279511963262,0.012802071346375232,0.007353991146651362,0.013891461381737358,0.016364806472372928,0.003065603923972926,0.015478330337527435,0.005730845322905687,0.0045538610235964505,-0.01148225469728592,-0.00559266494423083,0.00001,-0.012036434612882174,0.0061620897521768025,0.014307931570762156,0.0012514220705346357,-0.00403421010166205,-0.0068010687393733615,0.006420267221932896,0.007845587724779612,-0.004320915566974115,0.029231815091774305,0.0014128899032712638,0.002927033242734689,0.0002658631690890534,0.019664459600736706,-0.0007435734013173656,0.002129095913174339,0.011522346368715075,-0.009211053263916691,0.00492280152159319,-0.0028374043918085734,0.006356589147286762
2019-07-01,0.00674974039460019,-0.004877014418999126,0.004637336504161649,0.009350935093509483,0.017390302890705867,0.011365481409319589,0.0063559322033897026,0.014705882352941124,0.021449176989648988,0.006411419585072187,0.01589464123524076,0.0005966587112171684,0.018427294289363294,0.014865407794294905,0.010510510510510551,0.010822988911958209,0.002994759171449868,-0.0031294007197620877,-0.0011362022439994623,0.01488411652136934,-0.007380343441724446,0.008774310266847607,-0.001833740831295727,0.014357360605762759,0.015884743258219425,0.015764494731291157,0.007180570221752891,0.015082143819014293,-0.005221932114882533,0.027329601580507124,0.0013313806417254437,0.008279668813247598,0.0013634814225655933,0.011989630589760214,-0.010516018586451348,-0.002327586206896548,0.004064480573160667,0.0038705137227303954,0.013980625275209047,0.011232906446711599,0.020220971440483515,0.018871267830247174,0.016062884483937223,0.001807164877219325,0.01119286972743283,0.00793924749741115,0.01839126919967682,0.017145401914941072,-0.0014845973029816717,0.012324757356339422
2019-07-02,-0.0028078620136380295,0.0012784998934582958,0.005444431293644358,0.011307901907356976,-0.013319749452871399,0.009257772783218154,0.010105263157894617,0.0021739130434783593,0.0013954879223840866,-0.026624196165634828,0.020435532281754876,0.01073345259391778,0.006986743102830539,-0.0022433359725521074,-0.000928677563150182,0.0063368586662004844,0.0009952724558348613,-0.009731596295714962,-0.00654059434096399,0.007542426147077341,-0.0028710247349824636,-0.011298421807747427,0.014288630332720986,0.0011633543383420264,0.011454545454545384,0.012113484220592774,0.01908156846299014,0.00630530800805329,0.013123359580052618,0.0012820512820512775,0.009174311926605672,-0.02098540145985417,0.012027686372404478,0.0014409221902016434,0.01646070192782978,0.013393242892940416,0.00185248713550612,-0.001518869026755576,-0.009662360221474375,0.0015562114301046481,0.005312627707396933,-0.012956521739130422,-0.007303829705444298,-0.0072863610639501974,0.004048375525264047,-0.06164383561643838,0.005755110140901021,-0.02232924693520144,-0.014000743402304505,0.009435397960736669
